Palabra, Cantidad
apremiantes, 1
aprende, 1
aprenden, 1
aprender, 10
aprendices, 4
aprendido, 5
aprendiera, 2
aprendieras, 1
aprendieron, 1
aprendisteis, 1
aprendiz, 3
apresaba, 1
apresaran, 1
apresuradamente, 1
apresurado, 1
apresurados, 1
apretaba, 1
apretaban, 1
apretad, 1
apretadas, 1
apretado, 1
apretados, 6
apretando, 2
apretar, 3
apretoncito, 1
apretujados, 2
apropiado, 7
aprovechaba, 1
aprovecharlas, 1
aprovisionada, 1
aproximaba, 3
apto, 1
apuesta, 1
apuestas, 1
apuesto, 3
apuntaba, 1
apuntaban, 1
apuntad, 1
apuntalado, 1
apuntan, 1
apuntando, 2
apuntar, 1
apuraban, 1
apuros, 1
aquel, 133
aquella, 139
aquellas, 27
aquello, 97
aquellos, 44
arado, 1
arakh, 9
arbolblanco, 10
arbolillos, 1
arbustos, 9
archimaestres, 1
arciano, 23
arcianos, 3
arcilla, 1
arco, 44
arcoiris, 2
arcolargo, 2
arcos, 8
ardan, 1
arde, 7
arden, 2
arder, 9
ardido, 2
ardiendo, 12
ardiente, 7
ardientes, 2
ardilla, 2
ardoroso, 1
ardrian, 1
arduo, 1
arena, 29
arenas, 5
arenisca, 1
areo, 1
argumentado, 1
argumentos, 1
arianne, 1
ariete, 8
arietes, 5
arma, 16
armado, 6
armadores, 1
armados, 6
armadura, 45
armaduras, 23
armageddon, 1
armarla, 1
armarnos, 1
armas, 51
arme, 1
armen, 1
armero, 7
armeros, 1
arneses, 2
aro, 1
aroma, 3
aros, 3
arpa, 6
arpista, 5
arpones, 1
arqueado, 1
arquero, 13
arqueros, 33
arraigaran, 1
arranca, 1
arrancaba, 9
arrancaban, 3
arrancada, 1
arrancado, 11
arrancando, 1
arrancar, 4
arrancara, 3
arrancarle, 2
arrancarles, 1
arranco, 1
arranque, 4
arrasado, 2
arrasadora, 1
arrasaron, 1
arrastra, 1
arrastraba, 4
arrastraban, 4
arrastrada, 1
arrastradlos, 1
arrastrado, 4
arrastrando, 6
arrastrar, 2
arrastrara, 1
arrastraran, 1
arrastrarla, 2
arrastraron, 1
arrastrarse, 3
arrastre, 1
arrastren, 1
arrebatado, 2
arrebatar, 3
arrebataran, 1
arrebatarle, 2
arrebataron, 1
arrebate, 1
arrebujada, 1
arrebujado, 1
arrebujan, 1
arreglaba, 1
arreglado, 2
arreglar, 2
arreglarle, 1
arreglaste, 1
arremolinaba, 1
arremolinaban, 2
arremolinaran, 1
arremolinaron, 1
arrepentida, 1
arrepentido, 1
arrepientan, 2
arrepintieras, 1
arrestada, 1
arrestado, 1
arrestaron, 1
arriba, 64
arriesgado, 3
arriesgar, 1
arriesgarse, 2
arrinconado, 1
arrodilla, 2
arrodillaba, 1
arrodillaban, 4
arrodillado, 3
arrodillados, 3
arrodillaos, 1
arrodillaremos, 1
arrodillaron, 1
arrodillarse, 1
arrodillasteis, 1
arrodille, 2
arrogancia, 3
arrogante, 4
arrojaban, 2
arrojar, 1
arrollaban, 1
arrollando, 1
arrollarlo, 1
arron, 5
arropada, 1
arroyo, 6
arroyos, 4
arroyuelos, 1
arrugada, 3
arrugadas, 2
arrugado, 7
arrugados, 1
arrugas, 6
arry, 1
arryk, 1
arryn, 32
arsenal, 1
arstan, 27
arte, 4
artera, 1
artes, 1
arthur, 15
articulaciones, 2
arwood, 3
arwyn, 3
arya, 243
arys, 2
asa, 2
asaban, 1
asada, 3
asadas, 2
asado, 5
asados, 1
asaltar, 3
asaltaron, 1
asalto, 4
asar, 3
asas, 3
ascendido, 2
ascendiendo, 2
ascendieron, 1
ascenso, 3
ascensos, 1
aseados, 1
asediadores, 2
asediantes, 3
asedio, 3
asegura, 1
aseguraba, 3
aseguraban, 1
asegurada, 1
asegurado, 3
aseguran, 2
aseguraos, 1
asegurar, 1
asegurarme, 1
asegurarse, 6
aseguro, 8
asentamiento, 4
asentarme, 1
asentimiento, 3
asentir, 2
asesina, 1
asesinaba, 1
asesinaban, 1
asesinada, 3
asesinado, 20
asesinar, 6
asesinarlo, 3
asesinaron, 2
asesinaros, 1
asesinas, 1
asesinaste, 9
asesinato, 7
asesinatos, 1
asesino, 8
asesinos, 9
asestaba, 2
asestado, 1
asestar, 1
asestarle, 2
asestaron, 1
asfixiante, 1
asha, 5
ashai, 1
ashara, 4
asidero, 2
asideros, 3
asiento, 17
asientos, 5
asignado, 3
asimov, 1
asiste, 1
asistente, 1
asistentes, 1
asistido, 1
asistir, 3
asno, 2
asomaba, 6
asomadas, 1
asomado, 1
asomarse, 2
asomarte, 1
asombrado, 1
asombrosa, 1
asombroso, 1
asombrosos, 1
asomo, 1
aspecto, 13
aspectos, 2
aspillera, 1
aspiraban, 2
aspiraciones, 1
aspirantes, 1
aspirar, 2
asqueada, 3
asqueado, 4
asquerosa, 2
asqueroso, 4
asshai, 7
asta, 10
astado, 3
astados, 1
astapor, 38
astas, 5
astillada, 1
astillado, 2
astillarse, 1
astillas, 7
astucia, 3
astuta, 4
astuto, 5
astutos, 1
asunto, 9
asuntos, 5
asusta, 2
asustaba, 2
asustada, 7
asustado, 6
asustando, 3
asustarlo, 1
asustaros, 1
ataba, 2
atacaba, 1
atacaban, 4
atacabas, 1
atacado, 2
atacamos, 1
atacan, 2
atacando, 3
atacantes, 2
atacar, 15
atacaremos, 1
atacarlo, 2
atacaron, 5
atad, 1
atada, 1
atadas, 3
atado, 4
atados, 2
atalaya, 6
atalayas, 1
atanasia, 2
ataque, 22
ataques, 5
atar, 1
atardecer, 1
atarle, 1
ataron, 1
atascados, 1
ataviada, 1
ataviado, 2
ataviados, 2
ate, 1
atemorizado, 2
atenazaba, 1
atender, 2
atendido, 2
atendiendo, 1
atenta, 2
atenuado, 1
aterra, 1
aterrada, 1
aterrador, 3
aterradora, 1
aterradoras, 3
aterradores, 2
aterrizar, 1
aterrorizada, 1
atestada, 1
atezado, 1
atezados, 1
atisbar, 1
atisbo, 2
atisbos, 1
atizador, 1
atolondrado, 1
atormentando, 1
atornillado, 1
atracados, 1
atracar, 1
atractiva, 6
atractivas, 1
atractivo, 9
atractivos, 1
atrae, 2
atraer, 3
atragantaron, 1
atragantarse, 1
atrajeron, 2
atrajo, 3
atrancadas, 1
atrancado, 1
atrancar, 1
atranta, 1
atrapaban, 1
atrapado, 8
atrapados, 3
atrapan, 1
atrapar, 5
atrapara, 2
atraparlo, 1
atraque, 2
atrasado, 1
atravesaba, 2
atravesado, 3
atravesando, 1
atravesar, 6
atravesara, 1
atravesaron, 4
atrevas, 1
atrevemos, 1
atreverse, 1
atrevida, 3
atrevidas, 1
atrevido, 8
atrevidos, 2
atrevieron, 1
atrevo, 2
atributos, 1
atrofiada, 1
atrofiadas, 1
atronador, 1
atuendo, 8
atuendos, 3
aturdida, 1
aturdido, 5
aturdimiento, 1
audaces, 8
audaz, 3
audible, 1
audiencia, 2
audiencias, 4
auguraba, 1
augurado, 1
aulaga, 2
aulagas, 2
aullaba, 4
aullaban, 3
aullante, 7
aullantes, 1
aullar, 2
aullido, 9
aullidos, 1
aumentando, 1
aun, 34
aunque, 169
aurane, 1
aurora, 1
ausencia, 3
ausente, 2
ausias, 1
austeras, 2
autoproclamado, 1
autor, 1
autoridad, 2
avalancha, 2
avambrazo, 2
avambrazos, 1
avance, 1
avanza, 2
avanzaba, 10
avanzaban, 10
avanzada, 4
avanzadilla, 3
avanzado, 2
avanzando, 9
avanzar, 4
avanzaremos, 1
avanzaron, 2
ave, 2
avecina, 1
avecinaba, 1
avellanas, 1
avena, 1
aventura, 2
aventurar, 1
aventuraron, 1
avergonzaba, 1
avergonzaban, 1
avergonzado, 4
avergonzar, 1
avergonzarme, 1
averiguado, 1
averiguar, 4
averiguarlo, 1
aves, 5
avisado, 2
avisarles, 1
aviso, 1
avispa, 1
awards, 1
axell, 12
axilas, 1
ay, 5
ayer, 4
ayuda, 23
ayudaba, 4
ayudadme, 1
ayudadnos, 2
ayudado, 2
ayudando, 4
ayudantes, 4
ayudar, 11
ayudara, 5
ayudaran, 1
ayudarla, 2
ayudarlo, 3
ayudarlos, 3
ayudarme, 1
ayudarnos, 2
ayudaron, 1
ayudaros, 3
ayudaste, 1
ayudasteis, 2
ayude, 3
ayuden, 2
ayunar, 1
azabache, 1
azadas, 1
azezinado, 1
azor, 5
azotaba, 5
azotada, 1
azotadas, 1
azotado, 1
azotados, 2
azotara, 1
azotaron, 1
azotes, 2
azufre, 1
azul, 42
azulado, 3
azules, 22
azur, 1
azuzando, 1
azuzarlo, 1
b, 3
baba, 1
babas, 1
babea, 1
babosa, 1
baboso, 2
bael, 1
baelish, 8
baelor, 20
bah, 1
baila, 2
bailaba, 4
bailado, 1
bailan, 2
bailando, 3
bailar, 9
bailarines, 1
baile, 8
bailes, 2
baja, 27
bajaba, 4
bajaban, 5
bajada, 1
bajado, 6
bajados, 1
bajan, 1
bajando, 4
bajar, 27
bajara, 1
bajaran, 1
bajaron, 6
bajarse, 3
bajas, 4
baje, 1
bajen, 1
bajo, 194
bajos, 3
bala, 1
balada, 3
balanceaba, 1
balancear, 1
balancearlo, 1
balando, 1
balanza, 1
balar, 1
balas, 1
balcones, 1
balde, 1
baldosa, 2
baldosas, 5
baldosines, 1
balerion, 4
balidos, 1
ballabar, 4
ballena, 1
ballesta, 25
ballestas, 13
ballesteros, 5
balman, 1
balon, 37
balsas, 1
baluarte, 2
baluartes, 3
bamboleaba, 1
bamboleantes, 1
banal, 1
banales, 1
banco, 10
bancos, 7
banda, 5
bandada, 1
bandas, 2
bandeja, 5
bandejas, 3
bandera, 1
banderizos, 16
bandida, 1
bandido, 10
bandidos, 29
bando, 9
bandolero, 3
banefort, 2
bannen, 3
banquete, 68
banquetes, 3
bar, 2
barajado, 1
baranda, 7
baratheon, 54
barba, 40
barbablanca, 19
barbacana, 1
barbacanas, 1
barbarroja, 1
barbarrota, 1
barbas, 1
barbaverde, 1
barbero, 1
barbilla, 16
barbita, 1
barbudo, 4
barcaza, 16
barcazas, 2
barcelona, 20
barco, 28
barcoluengo, 1
barcoluengos, 2
barcos, 17
bardo, 47
bardos, 12
barnizadas, 1
barquero, 6
barqueros, 8
barra, 1
barracones, 4
barras, 1
barrer, 1
barrerlos, 1
barricada, 12
barricadas, 1
barrido, 1
barriendo, 1
barriga, 14
barrigas, 3
barrigonas, 1
barril, 8
barriles, 19
barriletes, 1
barristan, 32
barrita, 1
barritaban, 1
barritando, 1
barritar, 1
barrizales, 1
barro, 19
barrotes, 11
barth, 1
base, 11
basilisco, 1
basiliscos, 1
basta, 20
bastaba, 1
bastaban, 1
bastante, 22
bastantes, 1
bastar, 1
bastarda, 12
bastardas, 3
bastardo, 82
bastardos, 15
bastas, 1
baste, 1
bastiones, 1
basura, 1
batalla, 120
batallas, 22
baten, 1
batido, 2
batiendo, 1
batir, 4
bautizado, 1
bautizar, 1
baya, 1
bayonne, 1
bazofia, 1
beast, 1
beauty, 1
beba, 4
beban, 1
bebas, 1
bebe, 3
bebed, 1
bebedor, 1
bebemos, 1
beber, 20
beberemos, 1
beberlo, 2
beberse, 1
bebespuma, 1
bebida, 8
bebido, 7
bebiendo, 8
bebiera, 3
bebierais, 1
bebieron, 2
bebo, 2
bedwyck, 1
beesbury, 7
bella, 15
bellas, 1
bellena, 1
belleza, 6
bello, 1
bellota, 9
bellotas, 2
belmore, 2
belwas, 49
ben, 32
bendecir, 1
bendecirla, 1
bendiciones, 1
benedict, 1
beneficiara, 1
beneficios, 1
benevolente, 1
benfred, 1
benfrey, 8
benjen, 8
beony, 1
beren, 1
berena, 1
beric, 30
bernarr, 4
berreante, 2
berreantes, 1
bertram, 1
besa, 1
besaba, 4
besaban, 1
besacuervos, 1
besada, 5
besado, 1
besando, 1
besar, 13
besara, 2
besaran, 1
besarla, 1
besarle, 2
besarlo, 2
besaste, 1
bese, 1
beso, 31
besos, 11
bessa, 1
bestia, 30
bestial, 2
bestias, 7
bethany, 3
betharios, 1
biblioteca, 4
bicho, 3
bichos, 1
bidones, 1
bien, 215
bienes, 1
bienhallado, 1
bienhallados, 1
bienintencionado, 1
bienvenida, 5
bienvenidos, 1
bigote, 2
bigotes, 4
bilis, 4
bill, 1
bisabuelo, 1
bisagras, 2
bisnietos, 2
black, 1
blackbar, 1
blackberry, 2
blackmont, 6
blacktyde, 1
blackwood, 9
blanca, 61
blancas, 22
blanco, 104
blancos, 21
blancuzca, 2
blancuzcas, 1
blancuzco, 1
blanda, 4
blandas, 2
