Palabra, Cantidad
acabar, 22
acabara, 9
acabaremos, 3
acabaron, 2
acabarse, 1
acabas, 3
acabe, 7
acabemos, 3
acaben, 2
acabo, 2
acallar, 3
acaloradamente, 1
acalorado, 1
acampaban, 3
acampadas, 1
acampado, 6
acampanadas, 2
acampar, 4
acamparan, 1
acamparemos, 1
acamparon, 1
acampemos, 1
acantilado, 9
acantilados, 7
acariciaba, 6
acariciaban, 4
acariciar, 3
acariciara, 1
acariciarle, 1
acariciarlo, 1
acaricien, 1
acarrear, 1
acarrearemos, 1
acaso, 8
acceda, 1
acceder, 3
accedido, 1
accedieron, 2
accedo, 1
accesible, 1
acceso, 4
accesorios, 1
accesos, 3
accidente, 1
acciones, 1
ace, 1
acechaba, 2
acechan, 4
acecho, 2
aceitadas, 1
aceite, 10
aceituna, 2
aceitunas, 2
aceleraba, 1
aceleraron, 1
acelerase, 1
acento, 2
aceptaban, 1
aceptable, 2
aceptado, 2
aceptamos, 1
aceptando, 1
aceptar, 6
aceptara, 1
acepte, 1
aceptemos, 1
acepto, 2
acera, 1
acerca, 47
acercaba, 21
acercaban, 6
acercado, 4
acercamos, 1
acercan, 2
acercando, 1
acercar, 1
acercara, 6
acercaran, 1
acercaremos, 1
acercarme, 3
acercarnos, 1
acercaron, 10
acercarse, 29
acercarte, 1
acerco, 1
acero, 146
aceros, 2
acerques, 1
acertar, 1
acertaron, 1
acertijo, 5
acertijos, 2
acervo, 2
aces, 2
achaparradas, 1
achaparrado, 6
achaparrados, 1
achatadas, 1
acicalaba, 1
acicalado, 1
acidfree, 1
aclamaba, 1
aclamaban, 4
aclamaciones, 10
aclamados, 1
aclamaron, 3
aclamen, 1
aclararse, 5
acobardaba, 1
acobardado, 1
acobardan, 1
acogedor, 1
acogedora, 2
acogerlos, 1
acogido, 6
acogiera, 1
acolchada, 4
acolchadas, 1
acolchado, 2
acolchados, 2
acolchar, 1
acometer, 2
acomodara, 2
acomodaron, 1
acompasando, 1
acongojada, 1
aconsejadme, 1
aconsejado, 1
aconsejando, 1
aconsejar, 1
aconsejarte, 1
aconsejas, 1
aconseje, 1
aconsejo, 1
acontecimientos, 2
acopiar, 1
acopio, 1
acorazada, 2
acorazado, 1
acordaba, 8
acordado, 1
acordando, 1
acordaos, 1
acordar, 1
acordara, 1
acordarme, 3
acordarse, 5
acorde, 1
acordes, 1
acosaba, 1
acosando, 1
acostaba, 1
acostaban, 1
acostado, 10
acostando, 1
acostara, 1
acostarme, 4
acostarse, 6
acostarte, 3
acostumbraba, 1
acostumbraban, 2
acostumbrada, 2
acostumbrado, 4
acostumbrados, 2
acostumbramos, 1
acostumbraron, 1
acostumbrarse, 1
acre, 4
acrecentaron, 1
acres, 3
acribillaron, 1
acritud, 1
acrobacias, 1
actitud, 2
actividad, 1
actividades, 1
activos, 1
acto, 5
actor, 3
actuaba, 2
actuado, 3
actual, 1
actualidad, 2
actualmente, 2
actuamos, 1
actuar, 5
actuara, 1
acuciarlo, 1
acuclillada, 4
acuclillado, 1
acuclillarse, 1
acuda, 1
acude, 1
acudido, 12
acudiendo, 1
acudiera, 2
acudieran, 1
acudieron, 2
acudir, 7
acudiremos, 1
acuerdas, 9
acuerde, 2
acuerdo, 39
acuerdos, 1
acuesta, 2
acuestas, 5
acuestes, 1
acumulaba, 3
acumulaciones, 1
acuoso, 1
acuosos, 1
acurrucaba, 1
acurrucada, 5
acurrucado, 2
acurrucados, 1
acurrucaron, 1
acurrucarse, 3
acusa, 1
acusaba, 1
acusaciones, 4
acusador, 2
acusadoras, 1
acusarme, 1
acuse, 1
adamascada, 1
adarve, 5
adarves, 1
addam, 6
adecuada, 2
adecuadas, 1
adecuado, 15
adecuados, 1
adecuar, 1
adecuarla, 1
adelantaba, 2
adelantaban, 1
adelantado, 3
adelantados, 3
adelantara, 2
adelantaran, 1
adelantaron, 2
adelantaros, 1
adelante, 40
adelgazaba, 1
adentra, 1
adentraba, 4
adentraban, 3
adentrado, 3
adentrados, 1
adentrar, 1
adentrara, 1
adentraron, 1
adentrarse, 3
adentro, 5
adentros, 4
adherido, 1
adicional, 1
adicionales, 1
adictiva, 1
adiestrados, 1
adiestramiento, 1
adinerados, 2
adivinaba, 2
adivinanzas, 1
adivinar, 2
adivino, 1
adjudicado, 4
adjudicaremos, 1
admiraba, 1
admirable, 2
admiradas, 1
admirado, 2
admiradores, 2
admirando, 1
admirar, 2
admitan, 2
admitido, 2
adonde, 18
adondequiera, 1
adopta, 1
adoptaban, 1
adoptado, 3
adoptan, 1
adoptando, 1
adoptar, 4
adopto, 1
adoquinadas, 1
adoquines, 2
adora, 2
adoraba, 1
adoraban, 1
adorable, 1
adorables, 1
adorado, 3
adoran, 1
adorar, 3
adore, 1
adormecidos, 1
adormidera, 1
adormilada, 1
adormilado, 3
adornaba, 5
adornaban, 2
adornada, 4
adornadas, 5
adornado, 9
adornados, 6
adornando, 1
adornarse, 2
adorno, 4
adornos, 1
adoro, 1
adosadas, 1
adrede, 1
aduanas, 3
adulaciones, 1
adular, 1
adularias, 3
adulasteis, 1
adules, 1
adulta, 2
adulterio, 1
adulto, 4
adultos, 3
adusto, 3
adustos, 1
adversario, 4
adversarios, 3
advertencia, 3
advertencias, 1
advertido, 9
advertir, 1
advertirme, 1
advertirnos, 1
advertiros, 1
adviertes, 1
advierto, 4
advirtieran, 1
aegon, 46
aemon, 41
aenys, 10
aenyz, 1
aerion, 4
aeron, 25
aerys, 36
afable, 4
afanaba, 1
afanadas, 1
afanosa, 1
afectaba, 1
afectada, 1
afectado, 1
afectan, 1
afectar, 1
afectara, 1
afectarle, 1
afecte, 1
afecto, 20
afeitaba, 1
afeitada, 1
afeitado, 7
afeitados, 1
afeitando, 1
afeitar, 1
afelpado, 1
aferraba, 1
aferraban, 1
aferrada, 1
aferrado, 3
aferrados, 1
aferrarnos, 1
aferraron, 3
aferrarse, 5
aficionada, 1
aficionado, 1
aficionados, 1
afilaba, 3
afilada, 17
afiladas, 14
afilado, 8
afilados, 4
afilar, 6
afirme, 1
afligida, 1
aflorar, 1
afluentes, 1
afortunado, 1
afortunados, 3
afrenta, 6
afrutado, 1
afuera, 24
afueras, 1
agacha, 1
agachada, 3
agachar, 1
agachara, 2
agacharme, 1
agacharse, 2
agarraba, 3
agarraban, 4
agarrado, 2
agarrando, 2
agarrar, 5
agarrarla, 6
agarrarlo, 4
agarrarnos, 1
agarraron, 3
agarrarse, 3
agarraste, 2
agarres, 1
agarrotada, 1
agasajaba, 1
agasajar, 1
agentes, 2
aggar, 8
aggo, 25
agh, 1
agilidad, 3
agitaba, 6
agitaban, 4
agitada, 3
agitado, 3
agitados, 1
agitando, 3
agitar, 1
agitara, 1
agitarme, 1
agitaron, 1
agitaros, 1
agitarse, 1
aglomeraban, 1
agobiado, 1
agolpaba, 1
agolpaban, 2
agonizaba, 4
agonizabais, 1
agonizando, 1
agonizante, 1
agonizantes, 1
agota, 2
agotada, 3
agotado, 6
agotamiento, 1
agotando, 1
agotaron, 1
agraciado, 4
agrada, 1
agradaba, 1
agradable, 21
agradables, 2
agradar, 1
agradase, 1
agradece, 3
agradecida, 3
agradecido, 9
agradecidos, 1
agradeciendo, 1
agradeciera, 1
agradecimiento, 1
agradezco, 13
agrado, 1
agravado, 1
agraviado, 1
agregar, 1
agresiva, 3
agricultores, 1
agrietaban, 1
agrietada, 1
agrietadas, 3
agrietado, 3
agrietaron, 1
agrio, 8
agrupaban, 1
agrupados, 1
agrupando, 1
agua, 242
aguadas, 1
aguado, 2
agualechosa, 11
aguamarina, 1
aguamiel, 10
aguanta, 1
aguantaban, 1
aguantar, 5
aguantara, 1
aguantarme, 1
aguantaron, 1
aguantas, 1
aguarda, 10
aguardaba, 15
aguardaban, 7
aguardabas, 1
aguardado, 2
aguardan, 2
aguardando, 4
aguardar, 6
aguardaron, 3
aguas, 55
aguasclaras, 7
aguasdulces, 89
aguasgrises, 15
aguasnegras, 37
aguda, 7
agudas, 3
agudo, 15
agudos, 3
aguijonazo, 2
aguijoneaban, 1
aguja, 30
agujas, 10
agujero, 15
agujeros, 14
agusanada, 2
aguzando, 1
ah, 29
ahai, 6
ahoga, 2
ahogaba, 5
ahogaban, 3
ahogabas, 1
ahogada, 3
ahogadlo, 1
ahogado, 29
ahogados, 5
ahogando, 1
ahogar, 5
ahogara, 1
ahogarlas, 1
ahogarme, 1
ahogaron, 3
ahogarse, 3
ahogarte, 1
ahogue, 2
ahoguen, 2
ahondaba, 1
ahoooooooooooo, 1
ahooooooooooooo, 1
ahooooooooooooooooooooooooo, 1
ahoooooooooooooooooooooooooooo, 1
ahooooooooooooooooooooooooooooo, 1
ahora, 275
ahorcada, 1
ahorcadas, 1
ahorcado, 3
ahorcados, 1
ahorquemos, 1
ahorra, 2
ahorrarle, 1
ahuecaba, 1
ahumado, 2
ahumar, 1
ahusada, 1
ai, 1
airada, 2
airadamente, 2
airadas, 1
airado, 8
aire, 106
airearon, 1
aires, 5
airosa, 1
airoso, 2
aislada, 2
aisladas, 2
aislado, 1
aislados, 1
ajenas, 1
ajeno, 1
ajenos, 1
ajo, 3
ajustaba, 1
ajustado, 2
ajuste, 1
ajusticiado, 1
al, 2244
ala, 18
alabados, 2
alabanzas, 1
alabarda, 1
alacena, 1
alada, 1
aladale, 1
alado, 4
alambre, 4
alambres, 1
alannys, 1
alarde, 1
alardea, 1
alardeaba, 1
alardeaban, 1
alardean, 2
alardear, 4
alargaba, 1
alargada, 6
alargadas, 1
alargado, 8
alargados, 2
alarido, 1
alaridos, 1
alarma, 3
alarmado, 2
alarmas, 1
alas, 47
alayaya, 14
alazana, 2
alba, 3
albar, 2
alberga, 3
albergaba, 1
albergado, 2
albergar, 4
albett, 1
albino, 1
albor, 1
alborotadas, 1
alcance, 19
alcantarilla, 1
alcanza, 1
alcanzaba, 15
alcanzaban, 1
alcanzado, 4
alcanzar, 3
alcanzara, 3
alcanzaran, 1
alcanzarla, 1
alcanzaron, 3
alcanzo, 1
alce, 3
alces, 3
alcoba, 2
aldabas, 1
aldea, 28
aldeanos, 5
aldeas, 14
alegado, 1
alegando, 1
alegar, 2
alegra, 6
alegraba, 5
alegraban, 2
alegrado, 4
alegrarse, 2
alegraste, 1
alegre, 17
alegremente, 7
alegres, 3
alegro, 4
aleja, 1
alejaba, 10
alejaban, 2
alejadas, 1
alejado, 5
alejara, 3
alejarla, 1
alejarlo, 1
alejarme, 1
alejaron, 3
alejarse, 24
aleje, 2
alejen, 1
alejes, 1
alejo, 1
alekyne, 1
alerie, 1
alerta, 3
alertar, 1
alertarlos, 1
alerten, 1
alesander, 1
alester, 9
aleta, 1
aleteando, 1
aleteos, 1
alfombra, 11
alfombrar, 1
alfombras, 9
alforja, 1
alforjas, 1
alfyn, 4
algas, 4
algo, 204
alguien, 104
alguna, 89
algunas, 27
alguno, 46
algunos, 90
aliada, 1
aliado, 5
aliados, 4
alianza, 13
alianzas, 1
aliento, 49
alimenta, 3
alimentaba, 1
alimentaban, 2
alimentadas, 1
alimentado, 1
alimentando, 4
alimentar, 5
alimentarla, 1
alimentarlos, 1
alimentaron, 1
alimentarse, 3
alimento, 4
alimentos, 11
alineaba, 1
alineaban, 2
alineando, 1
aliviada, 2
aliviar, 2
aliviara, 2
aliviarla, 1
aliviarle, 2
alivio, 6
aljabas, 1
allar, 8
allard, 15
alliser, 19
allyrion, 1
alma, 7
almacenaba, 1
almacenamos, 1
almacenar, 1
almacenes, 6
almas, 4
almejas, 2
almena, 3
almenas, 31
almendrados, 1
almirante, 3
almizcle, 1
almohada, 11
almohadas, 1
alojaba, 1
alojaban, 1
alojad, 1
alojada, 1
alojamiento, 1
alojar, 2
alondra, 1
alondras, 1
alquila, 1
alquilar, 1
alquimista, 5
alquimistas, 13
alquitranado, 1
alrededor, 40
alrededores, 4
alta, 65
altar, 4
altares, 2
altas, 24
alte, 1
alteran, 1
alternativa, 3
alternativamente, 1
alternativas, 1
alteza, 170
altillo, 4
altillos, 1
altisonante, 1
altiva, 2
altivez, 1
altivos, 1
alto, 90
altos, 24
altozano, 2
altruismo, 1
altura, 35
alturas, 14
alubias, 3
alyn, 5
alys, 1
alysanne, 7
alyssa, 1
alyx, 1
alza, 1
alzaba, 32
alzaban, 23
alzad, 1
alzado, 13
alzados, 1
alzan, 1
alzando, 9
alzar, 13
alzara, 3
alzaran, 1
alzaron, 9
alzarse, 1
ama, 17
amaba, 9
amaban, 3
amabel, 10
amabilidad, 11
amable, 20
amables, 1
amada, 4
amado, 16
amamantaba, 1
amamantaban, 1
amamantando, 1
aman, 3
amando, 1
amanece, 2
amanecer, 46
amaneceres, 1
amanecido, 1
amaneciendo, 1
amanezca, 4
amante, 7
amantes, 1
amapola, 8
amar, 2
amara, 2
amarei, 1
amarga, 7
amargada, 1
amargado, 7
amargados, 1
amargo, 11
amargura, 16
amarilla, 9
amarillas, 6
amarillear, 1
amarillenta, 3
amarillentas, 2
amarillento, 3
amarillentos, 2
amarillo, 18
amarillos, 6
amarlo, 1
amarradero, 1
amarrados, 1
amarras, 2
amarre, 1
amasando, 2
amasar, 1
amasijo, 2
amaste, 1
amatista, 1
amatistas, 2
amazona, 1
ambarino, 1
ambas, 27
ambiciosa, 1
ambicioso, 2
ambiente, 3
ambos, 45
ambrode, 2
ambulante, 1
ame, 1
amena, 1
amenace, 1
amenacen, 1
amenaces, 1
amenaza, 15
amenazaban, 1
amenazado, 3
amenazador, 2
amenazadora, 1
amenazadores, 1
amenazando, 2
amenazar, 1
amenazara, 1
amenazaros, 1
amenazas, 4
amenizan, 1
amerei, 1
ames, 1
ami, 1
amiga, 14
amigas, 1
amigo, 56
amigos, 37
amiguitos, 2
aminorado, 2
aminorar, 1
amistad, 7
amistosa, 1
amo, 19
amodorrado, 1
amohinado, 1
amolar, 4
amonestado, 1
amontonaban, 5
amontonadas, 2
amontonado, 1
amontonados, 2
amontonaron, 1
amor, 38
amoratado, 1
amordazado, 1
amores, 2
amorosa, 1
amoroso, 1
amortajado, 1
amortiguaba, 3
amortiguada, 1
amortiguado, 2
amortiguados, 3
amory, 47
amos, 4
amotinada, 2
amparado, 1
amplia, 10
ampliamente, 1
amplias, 7
amplio, 9
amplios, 1
amplitud, 1
ampollas, 5
amputado, 1
amputados, 1
amuebladas, 1
amuletos, 1
amurallado, 1
anadeaba, 1
anadeando, 2
anadeante, 1
anaranjada, 4
anaranjadas, 4
anaranjado, 9
anaranjados, 2
ancestral, 1
ancha, 4
anchas, 5
ancho, 12
anchos, 6
anciana, 13
ancianas, 4
anciano, 93
ancianos, 9
anclada, 4
ancladas, 1
anclados, 5
anclas, 1
and, 4
anda, 8
andaba, 4
andaban, 2
andad, 1
andamos, 1
andan, 2
andanada, 1
andanadas, 1
andando, 1
andar, 22
andrajosas, 3
andrajoso, 1
andrajosos, 2
andrew, 1
andrik, 3
androw, 1
anduvieran, 1
anenimonas, 1
angosta, 1
angosto, 21
anguila, 1
anguilas, 1
angulosa, 1
angulosas, 1
anguloso, 1
angulosos, 1
angustia, 6
angustiado, 1
angustiados, 2
anhela, 1
anhelaba, 5
anhelantes, 1
anhelo, 2
anidaban, 1
anidaran, 1
anillas, 1
anillo, 8
anillos, 5
animaba, 1
animada, 2
animal, 27
animales, 37
animalito, 1
animan, 1
animando, 1
animas, 1
annara, 1
anne, 1
anoche, 15
anochecer, 9
anocheceres, 1
anochecido, 2
anocheciendo, 1
anocheciera, 2
anochezca, 5
ansia, 1
ansiaba, 1
ansiando, 1
ansiedad, 6
ansiosa, 2
ansioso, 2
ansiosos, 4
ante, 213
antebrazo, 2
antebrazos, 1
antepasados, 3
antepone, 1
anteponer, 1
anterior, 32
anteriores, 5
anteriormente, 2
antes, 390
anticipadas, 1
anticipado, 1
anticuadas, 1
antigua, 42
antiguas, 14
antiguo, 25
antiguos, 45
antinatural, 3
antoja, 1
antoje, 1
antojo, 1
antologista, 1
antorcha, 39
antorchas, 47
anulados, 1
anular, 1
anularan, 1
anunciaba, 5
anunciaban, 2
anunciar, 4
anunciarse, 1
anuncio, 2
anya, 4
apaciguado, 1
apaga, 2
apagaba, 2
apagaban, 1
apagada, 1
apagado, 9
apagados, 3
apagando, 2
apagar, 5
apagara, 1
apagaron, 1
apague, 1
aparador, 1
aparatoso, 1
aparceros, 2
apareaban, 1
aparear, 1
aparece, 3
aparecen, 1
aparecer, 8
aparecido, 5
apareciera, 1
aparecieran, 1
aparecieron, 4
aparejos, 2
aparenta, 1
aparentaba, 1
aparentar, 1
aparente, 2
aparezca, 1
apariencia, 2
apariencias, 1
aparta, 2
apartaba, 5
apartaban, 2
apartado, 3
apartando, 3
apartar, 9
apartara, 2
apartarla, 1
apartarme, 1
apartaron, 2
apartaros, 1
apartarse, 6
aparte, 25
apartemos, 1
aparto, 1
apasionadas, 1
apellido, 2
apelmazada, 1
apelmazados, 1
apenada, 1
apenas, 89
apesadumbrado, 1
apestaba, 4
apestan, 1
apestando, 1
apestoso, 1
apetece, 7
apetecible, 1
apeteciera, 1
apetezca, 1
apetito, 3
apetitos, 3
apetitoso, 1
apiadaos, 1
apiadara, 1
apiade, 1
apiaden, 3
aplacad, 1
aplacar, 2
aplastaba, 1
aplastada, 2
aplastadas, 1
aplastado, 4
aplastados, 2
aplastante, 1
aplastar, 5
aplasto, 1
aplausos, 4
aplica, 1
apliques, 1
apocado, 1
apodaban, 1
apodado, 3
apoderado, 7
apoderaros, 2
apoderarse, 5
apoderase, 2
apoderemos, 1
apodo, 2
apogeo, 1
apolillada, 2
aporta, 1
aportado, 1
aposentarse, 1
aposentos, 2
apostaba, 1
apostado, 1
apostados, 4
apostar, 2
apoya, 1
apoyaba, 4
apoyaban, 1
apoyada, 7
apoyadas, 2
apoyado, 2
apoyados, 2
apoyando, 1
apoyar, 5
apoyarlo, 1
apoyarse, 1
apoye, 1
apoyo, 12
aprecia, 2
apreciable, 1
apreciamos, 1
aprecian, 3
apreciar, 1
apreciara, 1
aprecias, 1
aprecien, 1
aprecio, 1
aprehenderlo, 1
apremiantes, 2
apremiarla, 1
aprendan, 1
aprendas, 4
aprende, 2
aprendemos, 1
aprenden, 1
aprender, 16
aprendes, 1
aprendices, 4
aprendido, 7
aprendieras, 1
aprendieron, 2
aprendiste, 2
aprendiz, 8
apresarlo, 1
aprestaban, 2
aprestaron, 1
apresuraba, 1
apresuraban, 1
apresurada, 1
apresuradamente, 1
apresuradas, 2
apresurado, 1
apresurar, 1
apresurara, 1
apresuraron, 3
apresurarse, 3
apretaba, 4
apretaban, 1
apretada, 2
apretadas, 3
apretado, 1
apretados, 8
apretando, 5
apretar, 3
apretara, 1
apretaran, 1
apretarla, 1
apretujados, 1
aprieta, 1
aprieto, 1
aprisco, 1
aprisionado, 1
aprobado, 1
aprobara, 1
apropiada, 3
apropiado, 12
aprovechable, 1
aprovechando, 2
aprovechar, 3
aprovisionada, 1
aprovisionamiento, 3
aproxima, 1
aproximaba, 6
aproximaban, 2
aproximarse, 1
aprueban, 1
apto, 2
aptos, 1
apuesta, 2
apuestas, 3
apuesto, 1
apuntar, 1
apurado, 1
apuraron, 1
aquel, 220
aquella, 158
aquellas, 42
aquello, 143
aquellos, 68
arakh, 8
arbolblanco, 6
arbusto, 7
arbustos, 10
arcadas, 2
arcanos, 1
arciano, 26
arcianos, 4
arcilla, 2
arco, 59
arcoiris, 14
arcolargo, 1
arcones, 1
arcontes, 1
arcos, 8
arda, 2
ardan, 1
arde, 7
arden, 2
arder, 10
ardides, 1
ardido, 2
ardiendo, 18
ardiente, 20
ardientes, 2
ardieran, 3
ardieron, 1
ardilla, 3
ardillas, 5
ardor, 1
ardoroso, 1
ardrian, 1
arena, 24
arenisca, 2
arenosa, 1
arenques, 1
areo, 1
argamasa, 1
argolla, 1
argollas, 2
argumentaciones, 1
argumento, 2
argumentos, 2
arianne, 1
ariete, 10
arietes, 1
arma, 20
armaban, 1
armada, 2
armado, 5
armador, 1
armados, 17
armadura, 82
armaduras, 39
armageddon, 2
armando, 5
armar, 2
armario, 7
armarios, 1
armarlos, 1
armaros, 1
armas, 65
armero, 13
armeros, 1
armisticios, 1
arneld, 1
arnell, 1
arneses, 1
aro, 4
aroma, 9
aromas, 1
aromatizadas, 1
aromatizado, 2
aron, 9
arpa, 13
arpas, 2
arpeos, 2
arpista, 5
arqueada, 2
arqueado, 1
arqueando, 2
arquero, 7
arqueros, 41
arrabales, 1
arracimaban, 1
arranca, 1
arrancaba, 20
arrancaban, 3
arrancado, 7
arrancando, 3
arrancar, 8
arrancara, 3
arrancarle, 9
arrancarles, 1
arrancarlo, 1
arrancaron, 1
arrancarse, 2
arranco, 3
arranque, 2
arranquen, 1
arrasado, 2
arrasador, 1
arrasados, 2
arrasar, 1
arrasarlo, 1
arrastra, 1
arrastraba, 9
arrastraban, 5
arrastradas, 1
arrastrado, 3
arrastrados, 1
arrastrando, 8
arrastrar, 1
arrastrara, 1
arrastraran, 1
arrastrarlo, 1
arrastrarme, 1
arrastraron, 4
arrastrarse, 4
arrebatada, 1
arrebatadas, 1
arrebatado, 4
arrebatar, 3
arrebatarle, 1
arrebatemos, 1
arrebaten, 1
arreboladas, 1
arrebolado, 1
arrebujado, 1
arrebujados, 1
arregla, 1
arreglaba, 2
arreglaban, 2
arreglado, 2
arreglar, 4
arreglaron, 1
arregle, 1
arreglos, 2
arremolinaba, 3
arremolinaban, 5
arremolinados, 1
arreos, 2
arrepentir, 1
arrestad, 1
arrestado, 1
arrestarlos, 1
arrestes, 1
arresto, 3
arriad, 1
arriando, 1
arriar, 1
arriaron, 1
arriba, 76
arriesga, 1
arriesgaba, 2
arriesgaban, 1
arriesgado, 6
arriesgar, 4
arriesgarlo, 1
arriesgarme, 2
arriesgarse, 2
arriesgue, 1
arrinconaban, 1
arrinconado, 2
arrinconados, 1
arrobada, 1
arrodilla, 1
arrodillaba, 6
arrodillaban, 1
arrodillabas, 1
arrodillada, 1
arrodillados, 1
arrodillarme, 1
arrodillaros, 1
arrodillarse, 5
arrodilles, 1
arrodillo, 1
arrogancia, 3
arrogante, 1
arroja, 2
arrojaban, 1
arrojadlo, 1
arrojado, 1
arrojar, 1
arrojaran, 1
arrojasteis, 1
arrolladora, 1
arrollados, 1
arrollando, 1
arrollar, 1
arrollarlo, 1
arroyo, 21
arroyos, 6
arroyuelo, 2
arroyuelos, 2
arruga, 2
arrugaba, 1
arrugada, 9
arrugadas, 3
arrugado, 5
arrugados, 2
arrugas, 2
arruinen, 1
arrullarse, 1
arry, 29
arryk, 1
arryn, 46
arsenal, 1
arstan, 8
arte, 7
artera, 1
arteras, 1
artes, 3
artesano, 1
artesanos, 2
arthur, 1
articulaciones, 2
articulado, 1
articular, 1
artos, 1
arwood, 3
arwyn, 2
arya, 466
arys, 16
asaba, 1
asada, 5
asadas, 5
asado, 8
asador, 1
asados, 4
asaltad, 1
asaltar, 2
asalto, 7
asaltos, 1
asando, 1
asar, 1
asaran, 1
asarlos, 1
asaron, 2
asas, 2
ascendencia, 1
ascendente, 3
ascender, 7
ascendido, 1
ascendiendo, 1
ascenso, 9
asco, 5
asediaban, 1
asediados, 1
asediantes, 2
asediar, 2
asediara, 1
asediarnos, 1
asediemos, 1
asedio, 27
asegura, 1
aseguraba, 7
asegurada, 1
asegurado, 4
aseguran, 3
aseguraos, 3
asegurar, 2
asegurarlo, 2
asegurarnos, 1
aseguraros, 2
asegurarse, 10
asegurarte, 2
aseguro, 10
asemejaba, 2
asentaba, 1
asentamiento, 6
asentamientos, 1
asentar, 1
asentaros, 1
asentarse, 1
asentimiento, 10
asentir, 6
asesina, 1
asesinada, 2
asesinado, 16
asesinados, 8
asesinan, 1
asesinar, 5
asesinara, 1
asesinarlo, 1
asesinaron, 1
asesinato, 6
asesinatos, 3
asesino, 19
asesinos, 16
asesta, 1
asestaba, 1
asestado, 1
asestando, 1
asestar, 4
asestaron, 1
aseste, 1
asestes, 1
asfixiado, 1
asfixiados, 1
asfixiando, 1
asfixiante, 2
asfixiantes, 1
asha, 50
ashara, 1
ashas, 1
asidero, 2
asiento, 27
asientos, 1
asignaban, 1
asignada, 2
asignado, 5
asignaron, 3
asimismo, 1
asimov, 1
asintiera, 1
asintieron, 1
asistente, 1
asistentes, 1
asistiera, 2
asistir, 4
asno, 6
asnos, 9
asolaban, 1
asolar, 1
asomaba, 3
asomada, 1
asomado, 2
asomar, 1
asomara, 2
asomarse, 2
asombrada, 2
asombradas, 1
asombrado, 1
asombro, 4
asombrosa, 1
asomo, 1
aspecto, 51
aspectos, 1
aspereza, 3
aspillera, 1
aspilleras, 1
aspiraciones, 3
aspirando, 1
aspire, 2
asqueada, 1
asqueado, 3
asquerosa, 1
asquerosamente, 1
asquerosas, 1
asqueroso, 1
asquerosos, 1
asshai, 20
asshaii, 3
asta, 15
astado, 5
astados, 5
astapor, 2
astas, 19
astilla, 1
astillada, 7
astilladas, 1
astillado, 3
astillados, 1
astillaran, 1
astillas, 10
astilleros, 5
astucia, 8
astuta, 6
astuto, 12
astutos, 5
asumido, 1
asumiera, 1
asunto, 27
asuntos, 15
asustaba, 1
asustada, 7
asustadas, 2
asustadiza, 1
asustado, 14
asustados, 3
asustan, 1
asustando, 2
asustar, 3
asustarse, 1
asustarte, 2
asustes, 2
asusto, 1
ataba, 2
ataban, 2
ataca, 5
atacaba, 4
atacaban, 2
atacad, 1
